instancia,abordagem,semente,n_vertices,p,r,iteracoes_planejadas,iteracoes_executadas,cobertura_final,distancia_final,tempo_execucao,iter_best_found,time_best_found,best_sol,best_tour,erro
pcb1173.tsp,GRASP com VND,1,1173,20,332.3,1000,490,1166,10348,600.0000088214874,164,223.40095114707947,"[323, 752, 1008, 697, 1135, 268, 839, 888, 230, 571, 109, 605, 371, 280, 956, 794, 1047, 58, 668, 197]","[323, 371, 197, 280, 230, 268, 58, 605, 697, 109, 668, 752, 956, 1135, 1047, 1008, 794, 839, 888, 571]",
pcb1173.tsp,GRASP com VND,2,1173,20,332.3,1000,368,1169,10284,600.0002257823944,139,273.05271100997925,"[1135, 197, 1044, 106, 839, 683, 371, 892, 280, 135, 67, 451, 770, 200, 571, 970, 742, 36, 956, 323]","[1135, 956, 683, 135, 106, 742, 970, 839, 770, 67, 451, 36, 200, 280, 197, 371, 323, 571, 892, 1044]",
pcb1173.tsp,GRASP com VND,3,1173,20,332.3,1000,496,1167,10685,600.000013589859,95,128.98409414291382,"[606, 904, 668, 1135, 280, 752, 947, 495, 323, 439, 104, 531, 772, 371, 197, 230, 1041, 42, 956, 571]","[606, 104, 668, 752, 956, 1135, 1041, 947, 772, 495, 531, 904, 571, 323, 371, 197, 280, 230, 439, 42]",
pcb1173.tsp,GRASP com VND,4,1173,20,332.3,1000,551,1169,10451,600.0000188350677,398,442.4934346675873,"[456, 639, 774, 1125, 799, 323, 200, 838, 409, 197, 1048, 611, 371, 970, 1135, 667, 580, 33, 956, 280]","[456, 33, 200, 280, 197, 371, 323, 580, 838, 774, 970, 1048, 1125, 1135, 956, 799, 667, 639, 611, 409]",
pcb1173.tsp,GRASP com VND,5,1173,20,332.3,1000,461,1168,10450,600.008086681366,48,71.75621676445007,"[105, 371, 969, 788, 454, 981, 280, 200, 571, 836, 33, 171, 707, 326, 765, 55, 1039, 660, 888, 1144]","[105, 660, 765, 788, 969, 981, 1144, 1039, 888, 571, 326, 371, 171, 280, 200, 33, 55, 454, 836, 707]",
pcb1173.tsp,GRASP com VND,6,1173,20,332.3,1000,405,1167,10166,600.0000092983246,185,285.37831687927246,"[668, 961, 231, 1135, 451, 699, 744, 200, 61, 281, 892, 371, 642, 1041, 941, 197, 839, 571, 66, 323]","[668, 941, 1135, 1041, 892, 571, 323, 371, 197, 281, 200, 231, 451, 61, 66, 699, 839, 961, 744, 642]",
pcb1173.tsp,GRASP com VND,7,1173,20,332.3,1000,401,1167,10420,600.0000159740448,205,309.61405754089355,"[934, 843, 232, 370, 716, 1162, 196, 668, 1031, 897, 571, 475, 416, 1088, 812, 90, 200, 639, 514, 281]","[934, 639, 668, 812, 1088, 1162, 1031, 897, 571, 514, 370, 196, 281, 200, 232, 475, 416, 90, 716, 843]",
pcb1173.tsp,GRASP com VND,8,1173,20,332.3,1000,393,1168,10377,600.0000233650208,326,499.9650366306305,"[323, 979, 697, 30, 731, 1135, 1048, 838, 200, 765, 197, 106, 580, 280, 55, 1041, 960, 371, 135, 451]","[323, 371, 197, 280, 200, 30, 451, 55, 697, 106, 731, 135, 765, 979, 1135, 1041, 1048, 960, 838, 580]",
pcb1173.tsp,GRASP com VND,9,1173,20,332.3,1000,480,1168,10223,600.0000216960907,235,297.46156191825867,"[718, 323, 980, 752, 457, 280, 1048, 67, 943, 106, 1041, 371, 135, 200, 838, 197, 1135, 580, 765, 36]","[718, 106, 135, 765, 752, 980, 1135, 1041, 1048, 580, 323, 371, 197, 280, 200, 36, 67, 457, 838, 943]",
pcb1173.tsp,Lexicografico 1-swap,0,1173,20,332.3,100,3,1165,10765,600.1846499443054,1,226.6458225250244,"[39, 498, 770, 184, 371, 611, 956, 1135, 913, 862, 1032, 337, 638, 16, 571, 418, 676, 143, 259, 906]","[39, 16, 259, 184, 143, 371, 337, 498, 571, 906, 862, 770, 913, 1032, 1135, 956, 676, 638, 611, 418]",
pcb1173.tsp,Lexicografico 1-swap,1,1173,20,332.3,100,3,1165,10218,600.1317310333252,1,214.1271312236786,"[668, 1079, 197, 715, 571, 491, 1144, 638, 66, 888, 200, 862, 1039, 281, 371, 768, 416, 323, 933, 237]","[668, 638, 66, 715, 862, 491, 416, 237, 200, 281, 197, 371, 323, 571, 888, 1039, 1144, 1079, 933, 768]",
pcb1173.tsp,Lexicografico 1-swap,2,1173,20,332.3,100,4,1166,10296,600.0690560340881,3,576.6127107143402,"[862, 933, 197, 676, 956, 639, 494, 30, 1032, 906, 323, 371, 200, 280, 716, 1135, 603, 571, 416, 436]","[862, 906, 571, 323, 371, 197, 280, 200, 30, 436, 416, 603, 639, 676, 956, 1135, 1032, 933, 716, 494]",
pcb1173.tsp,Lexicografico 1-swap,3,1173,20,332.3,100,3,1168,10039,600.022955417633,2,599.9259288311005,"[629, 280, 603, 197, 676, 892, 323, 417, 32, 970, 1135, 200, 956, 770, 571, 742, 839, 371, 1044, 454]","[629, 742, 970, 839, 770, 603, 417, 454, 32, 200, 280, 197, 371, 323, 571, 892, 1044, 1135, 956, 676]",
pcb1173.tsp,Lexicografico 1-swap,4,1173,20,332.3,100,3,1165,9794,600.154364824295,2,381.37879753112793,"[200, 1048, 531, 1032, 638, 668, 323, 237, 817, 611, 580, 1081, 810, 1140, 281, 371, 197, 418, 498, 912]","[200, 281, 197, 371, 580, 323, 498, 817, 531, 1048, 1032, 1140, 1081, 912, 810, 668, 638, 611, 418, 237]",
pcb1173.tsp,Lexicografico 1-swap,5,1173,20,332.3,100,3,1167,10485,600.0180282592773,2,389.7779347896576,"[642, 36, 197, 16, 66, 493, 571, 184, 717, 323, 938, 898, 676, 416, 1041, 371, 1135, 277, 956, 862]","[642, 66, 717, 938, 862, 493, 416, 36, 16, 277, 184, 197, 371, 323, 571, 898, 1041, 1135, 956, 676]",
pcb1173.tsp,Lexicografico 1-swap,6,1173,20,332.3,100,2,1168,11124,600.0118989944458,1,527.6723234653473,"[1038, 1081, 380, 330, 481, 736, 608, 338, 269, 1144, 182, 810, 389, 111, 884, 60, 19, 844, 668, 973]","[1038, 884, 844, 481, 330, 389, 380, 338, 182, 19, 269, 60, 608, 111, 736, 973, 810, 668, 1081, 1144]",
pcb1173.tsp,Lexicografico 1-swap,7,1173,20,332.3,100,3,1170,10299,600.0120530128479,2,397.249463558197,"[1044, 765, 323, 200, 970, 892, 106, 67, 1135, 197, 371, 770, 742, 36, 280, 571, 451, 839, 135, 981]","[1044, 1135, 981, 765, 135, 106, 742, 970, 839, 770, 67, 451, 36, 200, 280, 197, 371, 323, 571, 892]",
pcb1173.tsp,Lexicografico 1-swap,8,1173,20,332.3,100,4,1167,10619,600.3669891357422,2,331.90321350097656,"[184, 371, 571, 531, 718, 66, 197, 16, 1041, 39, 323, 669, 899, 494, 642, 270, 1135, 941, 418, 938]","[184, 197, 371, 571, 323, 270, 494, 531, 899, 1041, 1135, 938, 941, 669, 642, 718, 66, 418, 39, 16]",
pcb1173.tsp,Lexicografico 1-swap,9,1173,20,332.3,100,3,1166,10191,600.1485271453857,2,565.6281113624573,"[906, 668, 237, 781, 371, 912, 490, 611, 323, 571, 200, 812, 1140, 638, 1032, 197, 1081, 862, 280, 416]","[906, 1032, 1140, 1081, 812, 668, 638, 611, 416, 237, 200, 280, 197, 371, 323, 490, 781, 912, 862, 571]",
pcb1173.tsp,VNS com VND,0,1173,20,332.3,100,6,1167,10873,600.0081956386566,5,599.3757240772247,"[642, 717, 1032, 933, 956, 200, 93, 676, 348, 500, 197, 30, 281, 1135, 408, 392, 568, 471, 906, 531]","[642, 93, 717, 408, 471, 30, 200, 281, 197, 392, 348, 568, 500, 531, 906, 1032, 1135, 933, 956, 676]",
pcb1173.tsp,VNS com VND,1,1173,20,332.3,100,5,1170,10385,600.0011074542999,4,597.9450297355652,"[956, 970, 200, 1044, 135, 281, 371, 770, 683, 454, 34, 1135, 892, 106, 323, 571, 839, 197, 67, 741]","[956, 683, 135, 106, 741, 970, 839, 770, 67, 454, 34, 200, 281, 197, 371, 323, 571, 892, 1044, 1135]",
pcb1173.tsp,VNS com VND,2,1173,20,332.3,100,5,1168,10395,600.0088489055634,3,448.6926679611206,"[717, 475, 371, 66, 280, 806, 571, 232, 200, 197, 843, 1088, 892, 1162, 323, 416, 640, 1031, 668, 934]","[717, 843, 416, 475, 232, 200, 280, 197, 371, 323, 571, 892, 1031, 1162, 1088, 934, 806, 668, 640, 66]",
pcb1173.tsp,VNS com VND,3,1173,20,332.3,100,6,1167,10251,600.0020961761475,1,168.01768445968628,"[932, 416, 237, 200, 348, 571, 603, 1081, 906, 135, 371, 197, 498, 1032, 768, 1140, 644, 281, 531, 714]","[932, 1032, 1140, 1081, 768, 135, 644, 603, 416, 237, 200, 281, 197, 371, 348, 571, 906, 531, 498, 714]",
pcb1173.tsp,VNS com VND,4,1173,20,332.3,100,5,1169,10376,600.2128255367279,3,453.73125886917114,"[715, 956, 211, 323, 744, 1135, 571, 1044, 970, 254, 371, 86, 282, 451, 111, 668, 38, 839, 892, 16]","[715, 86, 111, 668, 744, 970, 956, 1135, 1044, 892, 571, 323, 371, 211, 282, 254, 16, 38, 451, 839]",
pcb1173.tsp,VNS com VND,5,1173,20,332.3,100,6,1166,10243,600.0509736537933,4,466.7389061450958,"[267, 1135, 327, 59, 601, 734, 762, 316, 1040, 371, 211, 890, 482, 960, 19, 668, 572, 182, 111, 964]","[267, 182, 19, 59, 601, 482, 327, 960, 734, 111, 668, 762, 964, 1135, 1040, 890, 572, 371, 211, 316]",
pcb1173.tsp,VNS com VND,6,1173,20,332.3,100,6,1171,10861,600.0425207614899,3,403.1839632987976,"[773, 571, 468, 111, 1044, 86, 956, 184, 970, 1135, 262, 38, 668, 371, 16, 892, 197, 752, 837, 326]","[773, 111, 752, 668, 956, 1135, 1044, 892, 571, 326, 371, 197, 184, 262, 16, 38, 86, 468, 837, 970]",
pcb1173.tsp,VNS com VND,7,1173,20,332.3,100,5,1169,10188,600.1356496810913,3,441.76496171951294,"[1125, 416, 371, 454, 280, 323, 676, 580, 638, 838, 817, 796, 1048, 30, 956, 200, 197, 970, 1135, 603]","[1125, 1048, 970, 796, 817, 838, 580, 323, 371, 197, 280, 200, 30, 454, 416, 603, 638, 676, 956, 1135]",
pcb1173.tsp,VNS com VND,8,1173,20,332.3,100,8,1171,10381,600.0282278060913,5,404.08372592926025,"[970, 580, 323, 772, 111, 371, 668, 1125, 280, 1048, 752, 457, 200, 231, 1135, 838, 956, 42, 608, 197]","[970, 838, 457, 42, 231, 200, 280, 197, 371, 323, 580, 1048, 1125, 1135, 956, 752, 668, 111, 608, 772]",
pcb1173.tsp,VNS com VND,9,1173,20,332.3,100,7,1165,10593,600.0112783908844,6,525.1971700191498,"[137, 70, 1081, 567, 143, 38, 571, 713, 307, 862, 635, 810, 906, 1140, 503, 931, 16, 258, 424, 1032]","[137, 635, 70, 713, 931, 862, 503, 424, 38, 16, 258, 307, 143, 567, 571, 906, 1032, 1140, 1081, 810]",
pcb442.tsp,GRASP com VND,0,442,20,484.1,1000,818,442,13523,600.000007390976,618,454.30656838417053,"[93, 312, 381, 431, 234, 193, 77, 324, 37, 439, 419, 0, 173, 197, 123, 255, 164, 386, 319, 229]","[93, 381, 193, 255, 229, 164, 77, 37, 0, 386, 173, 234, 439, 312, 319, 324, 431, 419, 197, 123]",
pcb442.tsp,GRASP com VND,1,442,20,484.1,1000,1000,442,13885,543.6568787097931,428,248.5327250957489,"[83, 303, 74, 400, 308, 222, 378, 334, 169, 407, 385, 236, 314, 429, 87, 0, 127, 270, 142, 220]","[83, 142, 407, 222, 220, 127, 74, 0, 385, 400, 270, 308, 314, 429, 303, 334, 236, 169, 378, 87]",
pcb442.tsp,GRASP com VND,2,442,20,484.1,1000,944,442,13479,600.0000107288361,39,20.73290491104126,"[74, 419, 192, 208, 247, 163, 386, 439, 324, 0, 256, 234, 318, 93, 99, 395, 381, 310, 123, 431]","[74, 0, 386, 395, 234, 439, 310, 318, 247, 163, 192, 256, 324, 431, 419, 208, 123, 93, 381, 99]",
pcb442.tsp,GRASP com VND,3,442,20,484.1,1000,1000,442,13334,467.8487935066223,478,232.90554809570312,"[377, 378, 179, 74, 312, 430, 114, 229, 319, 218, 439, 234, 262, 162, 334, 0, 231, 185, 146, 438]","[377, 378, 146, 218, 262, 334, 430, 319, 312, 439, 234, 185, 114, 0, 74, 162, 229, 231, 179, 438]",
pcb442.tsp,GRASP com VND,4,442,20,484.1,1000,1000,442,13541,599.9945197105408,697,420.1911642551422,"[78, 408, 377, 429, 0, 231, 303, 308, 162, 400, 378, 409, 229, 270, 314, 385, 169, 334, 73, 142]","[78, 162, 229, 231, 408, 142, 377, 378, 169, 409, 334, 303, 429, 314, 308, 270, 400, 385, 0, 73]",
pcb442.tsp,GRASP com VND,5,442,20,484.1,1000,1000,442,13434,525.0220997333527,671,342.6248652935028,"[378, 179, 74, 321, 307, 235, 438, 229, 440, 327, 185, 162, 314, 218, 231, 266, 377, 334, 0, 169]","[378, 377, 438, 179, 231, 229, 162, 74, 0, 440, 185, 266, 307, 314, 321, 327, 334, 235, 218, 169]",
pcb442.tsp,GRASP com VND,6,442,20,484.1,1000,1000,442,13699,568.4557929039001,53,32.911426305770874,"[169, 229, 413, 430, 175, 315, 431, 429, 400, 377, 378, 386, 0, 235, 166, 73, 99, 231, 270, 308]","[169, 378, 377, 166, 231, 229, 175, 99, 73, 0, 386, 400, 270, 308, 315, 429, 430, 431, 235, 413]",
pcb442.tsp,GRASP com VND,7,442,20,484.1,1000,891,442,13498,600.0000104904175,795,545.2237133979797,"[318, 235, 88, 99, 74, 185, 413, 285, 431, 229, 169, 378, 234, 166, 324, 162, 0, 439, 231, 440]","[318, 285, 439, 234, 185, 440, 0, 74, 99, 162, 229, 231, 166, 88, 378, 169, 413, 235, 431, 324]",
pcb442.tsp,GRASP com VND,8,442,20,484.1,1000,826,442,13931,600.0000507831573,173,129.19471764564514,"[377, 179, 378, 318, 74, 422, 175, 439, 197, 386, 234, 324, 247, 431, 99, 256, 395, 146, 310, 0]","[377, 378, 146, 197, 179, 175, 247, 256, 422, 431, 324, 318, 310, 439, 234, 395, 386, 0, 74, 99]",
pcb442.tsp,GRASP com VND,9,442,20,484.1,1000,799,442,13523,600.000006198883,234,190.62514352798462,"[93, 215, 75, 149, 321, 222, 307, 0, 326, 142, 197, 314, 238, 431, 127, 123, 84, 415, 34, 220]","[93, 84, 142, 215, 222, 220, 127, 75, 34, 0, 149, 238, 307, 314, 321, 326, 431, 415, 197, 123]",
pcb442.tsp,Lexicografico 1-swap,0,442,20,484.1,100,7,442,13858,600.0111269950867,3,244.04391598701477,"[439, 386, 285, 413, 39, 431, 378, 229, 377, 173, 99, 153, 180, 0, 261, 234, 324, 318, 231, 146]","[439, 234, 173, 386, 0, 39, 99, 153, 229, 231, 180, 377, 378, 146, 413, 261, 431, 324, 318, 285]",
pcb442.tsp,Lexicografico 1-swap,1,442,20,484.1,100,6,442,13631,600.012079000473,4,436.7712502479553,"[318, 324, 285, 264, 378, 169, 439, 162, 234, 142, 0, 77, 411, 431, 229, 74, 440, 185, 86, 231]","[318, 285, 439, 234, 185, 440, 0, 74, 77, 162, 229, 231, 411, 142, 86, 378, 169, 264, 431, 324]",
pcb442.tsp,Lexicografico 1-swap,2,442,20,484.1,100,7,442,13496,600.1523048877716,3,260.6304998397827,"[439, 74, 0, 377, 185, 229, 318, 324, 413, 231, 179, 162, 440, 378, 235, 285, 438, 169, 431, 234]","[439, 234, 185, 440, 0, 74, 162, 229, 231, 179, 438, 377, 378, 169, 413, 235, 431, 324, 318, 285]",
pcb442.tsp,Lexicografico 1-swap,3,442,20,484.1,100,9,442,13513,600.084406375885,5,321.5971713066101,"[93, 229, 0, 267, 324, 234, 439, 197, 164, 386, 285, 77, 39, 255, 180, 381, 123, 173, 318, 431]","[93, 381, 180, 255, 229, 164, 77, 39, 0, 386, 173, 234, 439, 285, 318, 324, 431, 267, 197, 123]",
pcb442.tsp,Lexicografico 1-swap,4,442,20,484.1,100,7,442,13732,600.0260806083679,3,342.46055340766907,"[88, 131, 230, 313, 334, 327, 99, 169, 211, 264, 0, 320, 164, 408, 378, 308, 270, 400, 74, 386]","[88, 378, 169, 264, 334, 327, 320, 313, 308, 270, 400, 386, 0, 74, 99, 164, 211, 230, 408, 131]",
pcb442.tsp,Lexicografico 1-swap,5,442,20,484.1,100,9,442,13389,600.0042581558228,5,329.7546589374542,"[255, 285, 93, 153, 267, 324, 234, 381, 386, 318, 431, 0, 197, 229, 123, 439, 192, 39, 173, 77]","[255, 229, 153, 77, 39, 0, 386, 173, 234, 439, 285, 318, 324, 431, 267, 197, 123, 93, 381, 192]",
pcb442.tsp,Lexicografico 1-swap,6,442,20,484.1,100,9,442,13409,600.0718433856964,5,352.6479389667511,"[93, 381, 431, 153, 39, 123, 234, 197, 318, 173, 255, 439, 0, 192, 285, 415, 229, 77, 324, 386]","[93, 381, 192, 255, 229, 153, 77, 39, 0, 386, 173, 234, 439, 285, 318, 324, 431, 415, 197, 123]",
pcb442.tsp,Lexicografico 1-swap,7,442,20,484.1,100,8,442,13884,600.0195236206055,1,94.02182292938232,"[285, 419, 226, 407, 123, 324, 439, 66, 197, 93, 318, 150, 84, 0, 222, 243, 431, 75, 138, 142]","[285, 318, 324, 431, 419, 197, 123, 93, 84, 142, 407, 222, 138, 75, 0, 66, 150, 226, 243, 439]",
pcb442.tsp,Lexicografico 1-swap,8,442,20,484.1,100,8,442,13665,600.048002243042,7,573.8551170825958,"[439, 234, 229, 312, 421, 146, 218, 0, 39, 179, 173, 430, 334, 386, 231, 378, 99, 377, 140, 319]","[439, 234, 173, 386, 0, 39, 99, 140, 229, 231, 179, 377, 378, 146, 218, 421, 334, 430, 319, 312]",
pcb442.tsp,Lexicografico 1-swap,9,442,20,484.1,100,7,442,13869,600.003208398819,2,276.09386587142944,"[285, 183, 439, 271, 438, 260, 0, 378, 229, 167, 431, 377, 324, 234, 231, 74, 318, 173, 386, 164]","[285, 318, 324, 431, 271, 260, 231, 229, 164, 167, 183, 378, 377, 438, 74, 0, 386, 173, 234, 439]",
pcb442.tsp,VNS com VND,0,442,20,484.1,100,29,442,13682,600.0014350414276,11,239.23394012451172,"[264, 318, 431, 74, 440, 155, 229, 86, 234, 324, 411, 0, 185, 378, 169, 439, 83, 230, 285, 138]","[264, 169, 378, 86, 83, 155, 411, 230, 229, 138, 74, 0, 440, 185, 234, 439, 285, 318, 324, 431]",
pcb442.tsp,VNS com VND,1,442,20,484.1,100,19,442,13496,600.0102212429047,15,500.12283182144165,"[234, 185, 162, 438, 377, 179, 324, 74, 439, 440, 318, 169, 413, 285, 229, 0, 231, 378, 431, 235]","[234, 439, 285, 318, 324, 431, 235, 413, 169, 378, 377, 438, 179, 231, 229, 162, 74, 0, 440, 185]",
pcb442.tsp,VNS com VND,2,442,20,484.1,100,22,442,13489,600.0001752376556,2,76.27533888816833,"[77, 270, 378, 223, 162, 130, 86, 295, 385, 229, 264, 400, 315, 308, 334, 327, 169, 408, 0, 73]","[77, 162, 229, 223, 408, 130, 86, 378, 169, 264, 334, 327, 295, 315, 308, 270, 400, 385, 0, 73]",
pcb442.tsp,VNS com VND,3,442,20,484.1,100,23,442,13327,600.0011315345764,20,544.8394222259521,"[136, 438, 0, 430, 439, 146, 179, 378, 319, 312, 162, 74, 231, 262, 218, 234, 229, 377, 334, 149]","[136, 0, 74, 162, 229, 231, 179, 438, 377, 378, 146, 218, 262, 334, 430, 319, 312, 439, 234, 149]",
pcb442.tsp,VNS com VND,4,442,20,484.1,100,21,442,13554,600.0073795318604,17,501.7904405593872,"[285, 439, 37, 413, 318, 192, 169, 140, 324, 78, 229, 378, 173, 231, 431, 0, 234, 386, 262, 377]","[285, 318, 324, 431, 262, 413, 169, 378, 377, 192, 231, 229, 140, 78, 37, 0, 386, 173, 234, 439]",
pcb442.tsp,VNS com VND,5,442,20,484.1,100,21,442,13806,600.0006906986237,4,181.7902009487152,"[324, 235, 164, 74, 378, 377, 439, 234, 413, 438, 229, 173, 285, 0, 386, 431, 318, 231, 167, 146]","[324, 431, 413, 235, 231, 229, 164, 167, 146, 378, 377, 438, 74, 0, 386, 173, 234, 439, 285, 318]",
pcb442.tsp,VNS com VND,6,442,20,484.1,100,19,442,13496,600.0016906261444,11,397.417986869812,"[318, 162, 440, 378, 439, 431, 234, 74, 179, 185, 285, 0, 231, 235, 324, 413, 377, 169, 229, 438]","[318, 285, 439, 234, 185, 440, 0, 74, 162, 229, 231, 179, 438, 377, 378, 169, 413, 235, 431, 324]",
pcb442.tsp,VNS com VND,7,442,20,484.1,100,23,442,13471,600.0543947219849,6,165.44591355323792,"[318, 377, 285, 229, 183, 386, 173, 431, 222, 0, 234, 140, 215, 99, 6, 167, 415, 439, 324, 378]","[318, 285, 439, 234, 173, 386, 0, 6, 99, 140, 229, 222, 215, 167, 377, 378, 183, 415, 431, 324]",
pcb442.tsp,VNS com VND,8,442,20,484.1,100,24,442,13634,600.0018119812012,2,65.74344372749329,"[77, 411, 264, 39, 0, 136, 318, 431, 378, 439, 169, 324, 86, 162, 285, 229, 149, 234, 231, 142]","[77, 162, 229, 231, 411, 142, 86, 378, 169, 264, 431, 324, 318, 285, 439, 234, 149, 136, 0, 39]",
pcb442.tsp,VNS com VND,9,442,20,484.1,100,31,442,13622,600.019106388092,7,146.69750213623047,"[431, 285, 164, 131, 255, 0, 324, 439, 183, 99, 386, 229, 74, 234, 419, 318, 88, 378, 173, 193]","[431, 324, 318, 285, 439, 234, 173, 386, 0, 74, 99, 164, 229, 255, 193, 131, 88, 378, 183, 419]",
